block_names,word,difficulty,correct_answer,across_block.thisRepN,across_block.thisTrialN,across_block.thisN,across_block.thisIndex,within_block.thisRepN,within_block.thisTrialN,within_block.thisN,within_block.thisIndex,jonapot_szoveg.started,jonapot_szoveg.stopped,szo_kiir.started,szo_kiir.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,koszi_szoveg.started,koszi_szoveg.stopped,session,participant,date,expName,psychopyVersion,frameRate,
blocks/block_28.csv,gádosíthat,28,right,0,27,27,27,0,1,1,23,,,142.7518112270045,None,right,1,1.9880481410073116,142.7518112270045,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_28.csv,,,,0,27,27,27,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_29.csv,analizál,29,left,0,28,28,28,0,0,0,23,,,145.43628477398306,None,left,1,1.3915446739993058,145.43628477398306,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_29.csv,totemoszlop,29,left,0,28,28,28,0,1,1,9,,,147.3367199539789,None,left,1,1.1471140490029939,147.3367199539789,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_29.csv,,,,0,28,28,28,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_30.csv,tömődik,30,left,0,29,29,29,0,0,0,13,,,149.1726434219745,None,left,1,0.6711872720043175,149.1726434219745,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_30.csv,magnezit,30,left,0,29,29,29,0,1,1,1,,,150.35607775702374,None,right,0,1.3597521210322157,150.35607775702374,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_30.csv,deszkalap,30,left,0,29,29,29,0,2,2,9,,,152.22342274297262,None,right,0,2.0603391460026614,152.22342274297262,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_30.csv,korrodál,30,left,0,29,29,29,0,3,3,20,,,154.79275421897182,None,left,1,1.4110769649851136,154.79275421897182,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_30.csv,,,,0,29,29,29,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_31.csv,leltetépet,31,right,0,30,30,30,0,0,0,17,,,156.893654229003,None,right,1,2.3421761019853875,156.893654229003,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_31.csv,takácsmester,31,left,0,30,30,30,0,1,1,12,,,159.74620099901222,None,left,1,1.2976454329909757,159.74620099901222,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_31.csv,,,,0,30,30,30,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
